parliament_id;parliament_label;parliament_period_id;parliament_period_label;mandate_id;mandate_label;politician_id;first_name;last_name;full_name;academic_title;sex;year_of_birth;party_id;party_name;party_short_name;faction;electoral_district_id;electoral_district_label;electoral_list;list_position;mandate_type;info;start_date;end_date;active_now;politician_url;mandate_api_path;politician_api_path;abgeordnetenwatch_url;wikidata_id;official_profile_url;official_contact_address;official_contact_email;official_contact_phone;official_website;constituency_office_address;constituency_office_email;constituency_office_phone;email_address;sprechstunden_json;next_sprechstunde_date;next_sprechstunde_text
2;Berlin;133;Berlin 2021 - 2026;58508;Iris Gertig (Berlin 2021 - 2026);179809;Iris;Gertig;Iris Gertig;;f;;2;CDU;CDU;CDU (Berlin 2021 - 2026);11079;605 - Steglitz-Zehlendorf 5 (Berlin 2021 - 2026);;;moved_up;;2023-05-03;;True;https://www.abgeordnetenwatch.de/profile/iris-gertig;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58508;https://www.abgeordnetenwatch.de/api/v2/politicians/179809;https://www.abgeordnetenwatch.de/profile/iris-gertig;;https://www.parlament-berlin.de/Abgeordnete/iris-gertig;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, (030) 23252861;gertig@cdu-fraktion.berlin.de;030) 23252861;;Onkel-Tom-Str. 1, 14169 Berlin;;;gertig@cdu-fraktion.berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58164;Rolf Wiedenhaupt (Berlin 2021 - 2026);176619;Rolf;Wiedenhaupt;Rolf Wiedenhaupt;;m;1958;9;AfD;AfD;AfD (Berlin 2021 - 2026);11114;1202 - Reinickendorf 2 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/rolf-wiedenhaupt;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58164;https://www.abgeordnetenwatch.de/api/v2/politicians/176619;https://www.abgeordnetenwatch.de/profile/rolf-wiedenhaupt;;https://www.parlament-berlin.de/Abgeordnete/rolf-wiedenhaupt;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;wiedenhaupt@afd-fraktion.berlin;;;Alt-Blankenburg 12 A, 13129 Berlin, Tel.: 030 30366728;;030 30366728;wiedenhaupt@afd-fraktion.berlin;"[{""date"":""2026-04-28"",""date_text"":""28.04.2026"",""time"":""11:00 Uhr - 12:00 Uhr"",""location"":""Abgeordnetenhaus, Raum 517, Niederkirchnerstraße 5, 10117 Berlin"",""note"":""eine Anmeldung ist unter Angabe des Themas unter mail@rolfwiedenhaupt.de erwünscht"",""emails"":[""mail@rolfwiedenhaupt.de""],""phones"":[],""party"":""AfD"",""raw"":""28.04.2026 11:00 Uhr - 12:00 Uhr, Abgeordnetenhaus, Raum 517, Niederkirchnerstraße 5, 10117 Berlin, eine Anmeldung ist unter Angabe des Themas unter mail@rolfwiedenhaupt.de erwünscht"",""name"":""Rolf Wiedenhaupt""},{""date"":""2026-05-12"",""date_text"":""12.05.2026"",""time"":""11:00 Uhr - 12:00 Uhr"",""location"":""Abgeordnetenhaus, Margot-Friedländer-Platz, Raum 517, 10117 Berlin"",""note"":""eine Anmeldung unter Angabe des Themas ist erwünscht unter mail@rolfwiedenhaupt.de"",""emails"":[""mail@rolfwiedenhaupt.de""],""phones"":[],""party"":""AfD"",""raw"":""12.05.2026 11:00 Uhr - 12:00 Uhr, Abgeordnetenhaus, Margot-Friedländer-Platz, Raum 517, 10117 Berlin, eine Anmeldung unter Angabe des Themas ist erwünscht unter mail@rolfwiedenhaupt.de"",""name"":""Rolf Wiedenhaupt""},{""date"":""2026-05-28"",""date_text"":""28.05.2026"",""time"":""17:00 Uhr - 18:00 Uhr"",""location"":""Bürgerbüro, Alt-Blankenburg 12a, 13129 Berlin"",""note"":"""",""emails"":[],""phones"":[],""party"":""AfD"",""raw"":""28.05.2026 17:00 Uhr - 18:00 Uhr, Bürgerbüro, Alt-Blankenburg 12a, 13129 Berlin"",""name"":""Rolf Wiedenhaupt""}]";2026-04-28;28.04.2026 11:00 Uhr - 12:00 Uhr, Abgeordnetenhaus, Raum 517, Niederkirchnerstraße 5, 10117 Berlin, eine Anmeldung ist unter Angabe des Themas unter mail@rolfwiedenhaupt.de erwünscht
2;Berlin;133;Berlin 2021 - 2026;58163;Tonka Wojahn (Berlin 2021 - 2026);122807;Tonka;Wojahn;Tonka Wojahn;;f;1975;5;BÜNDNIS 90/­DIE GRÜNEN;BÜNDNIS 90/­DIE GRÜNEN;BÜNDNIS 90/­DIE GRÜNEN (Berlin 2021 - 2026);11076;602 - Steglitz-Zehlendorf 2 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);15;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/tonka-wojahn;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58163;https://www.abgeordnetenwatch.de/api/v2/politicians/122807;https://www.abgeordnetenwatch.de/profile/tonka-wojahn;;https://www.parlament-berlin.de/Abgeordnete/tonka-wojahn;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;tonka.wojahn@gruene-fraktion.berlin;;;Steglitzer Damm 25, 12169 Berlin;;;tonka.wojahn@gruene-fraktion.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;58162;Claudia Wein (Berlin 2021 - 2026);176467;Claudia;Wein;Claudia Wein;Dr.;f;1958;2;CDU;CDU;CDU (Berlin 2021 - 2026);11075;601 - Steglitz-Zehlendorf 1 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/claudia-wein;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58162;https://www.abgeordnetenwatch.de/api/v2/politicians/176467;https://www.abgeordnetenwatch.de/profile/claudia-wein;;https://www.parlament-berlin.de/Abgeordnete/claudia-wein;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;c.wein@cdusz.de;;;Hortensienstraße 29, 12203 Berlin, Tel.: 030 88709440;buero.wein@t-online.de;030 88709440;buero.wein@t-online.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58161;Linda Vierecke (Berlin 2021 - 2026);176497;Linda;Vierecke;Linda Vierecke;;f;1982;1;SPD;SPD;SPD (Berlin 2021 - 2026);11059;306 - Pankow 6 (Berlin 2021 - 2026);Bezirksliste Pankow (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/linda-vierecke;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58161;https://www.abgeordnetenwatch.de/api/v2/politicians/176497;https://www.abgeordnetenwatch.de/profile/linda-vierecke;;https://www.parlament-berlin.de/Abgeordnete/linda-vierecke;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;linda.vierecke@spd.parlament-berlin.de;;;Raumerstraße 22, 10437 Berlin, Tel.: 030 54892985;;030 54892985;linda.vierecke@spd.parlament-berlin.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58160;Lilia Usik (Berlin 2021 - 2026);176484;Lilia;Usik;Lilia Usik;;f;;2;CDU;CDU;CDU (Berlin 2021 - 2026);11112;1106 - Lichtenberg 6 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/lilia-usik;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58160;https://www.abgeordnetenwatch.de/api/v2/politicians/176484;https://www.abgeordnetenwatch.de/profile/lilia-usik;;https://www.parlament-berlin.de/Abgeordnete/lilia-usik;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;kontakt@lilia-usik.de;;;Marksburgstraße 39, 10318 Berlin, Tel.: 030 75437460;;030 75437460;kontakt@lilia-usik.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58159;Carsten Ubbelohde (Berlin 2021 - 2026);122981;Carsten;Ubbelohde;Carsten Ubbelohde;;m;1962;9;AfD;AfD;AfD (Berlin 2021 - 2026);11117;1205 - Reinickendorf 5 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/carsten-ubbelohde;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58159;https://www.abgeordnetenwatch.de/api/v2/politicians/122981;https://www.abgeordnetenwatch.de/profile/carsten-ubbelohde;;https://www.parlament-berlin.de/Abgeordnete/Carsten-Ubbelohde;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;ubbelohde@afd-fraktion.berlin;;;;;;ubbelohde@afd-fraktion.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;58158;June Tomiak (Berlin 2021 - 2026);141112;June;Tomiak;June Tomiak;;f;1997;5;BÜNDNIS 90/­DIE GRÜNEN;BÜNDNIS 90/­DIE GRÜNEN;BÜNDNIS 90/­DIE GRÜNEN (Berlin 2021 - 2026);11101;1001 - Marzahn-Hellersdorf 1 (Berlin 2021 - 2026);Landesliste (Berlin 2021 - 2026);13;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/june-tomiak;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58158;https://www.abgeordnetenwatch.de/api/v2/politicians/141112;https://www.abgeordnetenwatch.de/profile/june-tomiak;;https://www.parlament-berlin.de/Abgeordnete/june-tomiak;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;june.tomiak@gruene-fraktion.berlin;;https://www.junetomiak.de;Eichborndamm 289, 13437 Berlin;;;june.tomiak@gruene-fraktion.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;58157;Katharina Senge (Berlin 2021 - 2026);176469;Katharina;Senge;Katharina Senge;;f;1982;2;CDU;CDU;CDU (Berlin 2021 - 2026);11082;701 - Tempelhof-Schöneberg 1 (Berlin 2021 - 2026);Bezirksliste Tempelhof-Schöneberg (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/katharina-senge;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58157;https://www.abgeordnetenwatch.de/api/v2/politicians/176469;https://www.abgeordnetenwatch.de/profile/katharina-senge;;https://www.parlament-berlin.de/Abgeordnete/katharina-senge;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;post@katharina-senge.de;;https://www.katharina-senge.de;Winterfeldtstraße 20, 10781 Berlin, Tel.: 0151 54 27 34 77;post@katharina-senge.de;0151 54 27 34 77;post@katharina-senge.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58156;Olaf Schenk (Berlin 2021 - 2026);176476;Olaf;Schenk;Olaf Schenk;;m;1974;2;CDU;CDU;CDU (Berlin 2021 - 2026);11094;806 - Neukölln 6 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/olaf-schenk;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58156;https://www.abgeordnetenwatch.de/api/v2/politicians/176476;https://www.abgeordnetenwatch.de/profile/olaf-schenk;;https://www.parlament-berlin.de/Abgeordnete/olaf-schenk;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;post@olafschenk.berlin;;;Krokusstraße 86, 12357 Berlin, Tel.: 030 6611770;;030 6611770;post@olafschenk.berlin;[];;
2;Berlin;133;Berlin 2021 - 2026;58155;Lucas Schaal (Berlin 2021 - 2026);176450;Lucas;Schaal;Lucas Schaal;;m;;2;CDU;CDU;CDU (Berlin 2021 - 2026);11042;102 - Mitte 2 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/lucas-schaal;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58155;https://www.abgeordnetenwatch.de/api/v2/politicians/176450;https://www.abgeordnetenwatch.de/profile/lucas-schaal;;https://www.parlament-berlin.de/Abgeordnete/lucas-schaal;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;info@lucas-schaal.de;;;Rathausstraße 21, 10178 Berlin, Tel.: 0157 52226222;;0157 52226222;info@lucas-schaal.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58154;Martin Sattelkau (Berlin 2021 - 2026);117681;Martin;Sattelkau;Martin Sattelkau;;m;1957;2;CDU;CDU;CDU (Berlin 2021 - 2026);11099;905 - Treptow-Köpenick 5 (Berlin 2021 - 2026);;;constituency;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/martin-sattelkau;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58154;https://www.abgeordnetenwatch.de/api/v2/politicians/117681;https://www.abgeordnetenwatch.de/profile/martin-sattelkau;;https://www.parlament-berlin.de/Abgeordnete/martin-sattelkau;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;sattelkau@cdu-fraktion.berlin.de;;;;;;sattelkau@cdu-fraktion.berlin.de;"[{""date"":""2026-04-30"",""date_text"":""30.04.2026"",""time"":""15:00 Uhr - 16:00 Uhr"",""location"":""Wahlkreisbüro, Grünstraße 4, 12555 Berlin"",""note"":""nur nach vorheriger telefonischer Anmeldung unter 030 46777767 oder per E-Mail an buero@martin-sattelkau.de"",""emails"":[""buero@martin-sattelkau.de""],""phones"":[""030 46777767""],""party"":""CDU"",""raw"":""30.04.2026 15:00 Uhr - 16:00 Uhr, Wahlkreisbüro, Grünstraße 4, 12555 Berlin, nur nach vorheriger telefonischer Anmeldung unter 030 46777767 oder per E-Mail an buero@martin-sattelkau.de"",""name"":""Dr. Martin Sattelkau""}]";2026-04-30;30.04.2026 15:00 Uhr - 16:00 Uhr, Wahlkreisbüro, Grünstraße 4, 12555 Berlin, nur nach vorheriger telefonischer Anmeldung unter 030 46777767 oder per E-Mail an buero@martin-sattelkau.de
2;Berlin;133;Berlin 2021 - 2026;58152;Ülker Radziwill (Berlin 2021 - 2026);117564;Ülker;Radziwill;Ülker Radziwill;;f;1966;1;SPD;SPD;SPD (Berlin 2021 - 2026);11065;403 - Charlottenburg-Wilmersdorf 3 (Berlin 2021 - 2026);Bezirksliste Charlottenburg-Wilmersdorf (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/uelker-radziwill;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58152;https://www.abgeordnetenwatch.de/api/v2/politicians/117564;https://www.abgeordnetenwatch.de/profile/uelker-radziwill;;https://www.parlament-berlin.de/Abgeordnete/%C3%9Clker-Radziwill;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin, Webseite;info@uelker-radziwill.de;;https://www.uelker-radziwill.de;;;;info@uelker-radziwill.de;[];;
2;Berlin;133;Berlin 2021 - 2026;58151;Aldona Niemczyk (Berlin 2021 - 2026);176464;Aldona;Niemczyk;Aldona Niemczyk;;f;1969;2;CDU;CDU;CDU (Berlin 2021 - 2026);11066;404 - Charlottenburg-Wilmersdorf 4 (Berlin 2021 - 2026);;;constituency;;2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/aldona-niemczyk;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58151;https://www.abgeordnetenwatch.de/api/v2/politicians/176464;https://www.abgeordnetenwatch.de/profile/aldona-niemczyk;;;;;;;;;;;[];;
2;Berlin;133;Berlin 2021 - 2026;58150;Reinhard Naumann (Berlin 2021 - 2026);176501;Reinhard;Naumann;Reinhard Naumann;;m;1960;1;SPD;SPD;SPD (Berlin 2021 - 2026);11066;404 - Charlottenburg-Wilmersdorf 4 (Berlin 2021 - 2026);Bezirksliste Charlottenburg-Wilmersdorf (Berlin 2021 - 2026);;list;"Am 13.02.2023 aufgrund der Wahlwiederholung eingezogen.

";2023-02-13;;True;https://www.abgeordnetenwatch.de/profile/reinhard-naumann;https://www.abgeordnetenwatch.de/api/v2/candidacies-mandates/58150;https://www.abgeordnetenwatch.de/api/v2/politicians/176501;https://www.abgeordnetenwatch.de/profile/reinhard-naumann;;https://www.parlament-berlin.de/Abgeordnete/reinhard-naumann;Abgeordnetenhaus von Berlin, Niederkirchnerstr. 5, 10111 Berlin;reinhard.naumann@spd.parlament-berlin.de;;;;;;reinhard.naumann@spd.parlament-berlin.de;[];;
